id,character,created_at,updated_at,jlpt,grade,kanjimap_url,kanjigraph_url,meanings,cluster,learned
656,関,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/関,japanesegraph.com/関,"[""connection, gate"", ""barrier"", ""concern""]",,false
657,像,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/像,japanesegraph.com/像,"[""image, statue"", ""figure"", ""picture"", ""idol""]",art_music,false
658,件,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/件,japanesegraph.com/件,"[""matter, case"", ""item"", ""affair"", ""subject""]",,false
659,仮,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/仮,japanesegraph.com/仮,"[""temporary, provisional"", ""hypothetical"", ""fake""]",,false
660,雑,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/雑,japanesegraph.com/雑,"[""miscellaneous, rough"", ""mixed"", ""assorted""]",,false
661,技,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/技,japanesegraph.com/技,"[""skill, technique"", ""ability"", ""art""]",,false
662,志,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/志,japanesegraph.com/志,"[""will, intention"", ""aspiration"", ""ambition""]",emotion,false
663,武,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/武,japanesegraph.com/武,"[""military, warrior"", ""martial"", ""brave"", ""arms""]",military,false
664,判,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/判,japanesegraph.com/判,"[""judge, determine"", ""seal"", ""verdict"", ""size""]",government_law,false
665,余,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/余,japanesegraph.com/余,"[""surplus, excess"", ""spare"", ""remaining"", ""over""]",quantity_degree,false
666,浴,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/浴,japanesegraph.com/浴,"[""bathe, shower"", ""be exposed to""]",body_health,false
667,徳,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/徳,japanesegraph.com/徳,"[""virtue, morality"", ""goodness"", ""grace"", ""merit""]",,false
668,報,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/報,japanesegraph.com/報,"[""report, inform"", ""reward"", ""news"", ""repay""]",communication,false
669,河,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/河,japanesegraph.com/河,"[""river"", ""stream"", ""waterway""]",nature,false
670,勢,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/勢,japanesegraph.com/勢,"[""power, force"", ""momentum"", ""influence""]",,false
671,幹,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/幹,japanesegraph.com/幹,"[""trunk, main"", ""core"", ""stem""]",plant,false
672,絶,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/絶,japanesegraph.com/絶,"[""sever, extinct"", ""cease"", ""absolute"", ""surpass""]",,false
673,務,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/務,japanesegraph.com/務,"[""duty, serve"", ""work"", ""obligation"", ""business""]",work_occupation,false
674,妻,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n4,e5,thekanjimap.com/妻,japanesegraph.com/妻,"[""wife"", ""spouse (female)""]",family,false
675,酸,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/酸,japanesegraph.com/酸,"[""acid, sour"", ""oxygen"", ""acidity""]",,false
676,仏,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/仏,japanesegraph.com/仏,"[""Buddha, Buddhism"", ""France (abbreviation)"", ""deceased""]",religion_spirit,false
677,量,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/量,japanesegraph.com/量,"[""amount, quantity"", ""measure"", ""volume""]",quantity_degree,false
678,潔,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/潔,japanesegraph.com/潔,"[""clean, pure"", ""upright"", ""undefiled""]",,false
679,置,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/置,japanesegraph.com/置,"[""place, put"", ""leave"", ""set""]",,false
680,序,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/序,japanesegraph.com/序,"[""order, sequence"", ""beginning"", ""preface"", ""introduction""]",,false
681,要,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/要,japanesegraph.com/要,"[""need, important"", ""essential"", ""main""]",,false
682,祖,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/祖,japanesegraph.com/祖,"[""ancestor, founder"", ""forefather"", ""originator""]",family,false
683,統,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/統,japanesegraph.com/統,"[""govern, unite"", ""control"", ""overall""]",government_law,false
684,際,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/際,japanesegraph.com/際,"[""occasion, border"", ""edge"", ""time"", ""at the time of""]",,false
685,承,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/承,japanesegraph.com/承,"[""consent, receive"", ""acknowledge"", ""succeed""]",,false
686,則,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/則,japanesegraph.com/則,"[""rule, law"", ""norm"", ""regulation"", ""principle""]",government_law,false
687,価,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/価,japanesegraph.com/価,"[""price, value"", ""worth"", ""cost""]",money_business,false
688,快,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/快,japanesegraph.com/快,"[""pleasant, cheerful"", ""comfortable"", ""delightful""]",emotion,false
689,格,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/格,japanesegraph.com/格,"[""status, rank"", ""standard"", ""style"", ""pattern""]",,false
690,費,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/費,japanesegraph.com/費,"[""expense, cost"", ""spend"", ""consume""]",money_business,false
691,属,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/属,japanesegraph.com/属,"[""belong to, category"", ""subordinate"", ""family""]",,false
692,現,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/現,japanesegraph.com/現,"[""present, appear"", ""current"", ""actual"", ""manifest""]",time_date,false
693,検,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/検,japanesegraph.com/検,"[""examine, investigate"", ""inspect"", ""check""]",,false
694,達,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/達,japanesegraph.com/達,"[""reach, accomplish"", ""attain"", ""plural suffix""]",,false
695,願,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/願,japanesegraph.com/願,"[""wish, request"", ""desire"", ""petition""]",emotion,false
696,句,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/句,japanesegraph.com/句,"[""phrase, verse"", ""clause"", ""expression""]",communication,false
697,災,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/災,japanesegraph.com/災,"[""disaster, calamity"", ""misfortune"", ""catastrophe""]",nature,false
698,眼,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/眼,japanesegraph.com/眼,"[""eye, eyeball"", ""vision"", ""discernment""]",body_part,false
699,桜,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n4,e5,thekanjimap.com/桜,japanesegraph.com/桜,"[""cherry blossom, cherry tree"", ""sakura""]",plant,false
700,旧,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/旧,japanesegraph.com/旧,"[""old, former"", ""previous"", ""ex-""]",time_date,false
701,績,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/績,japanesegraph.com/績,"[""achievement, result"", ""performance"", ""spinning""]",,false
702,個,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/個,japanesegraph.com/個,"[""individual, piece"", ""personal"", ""separate""]",quantity_degree,false
703,圧,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/圧,japanesegraph.com/圧,"[""pressure, press"", ""overwhelm"", ""suppress""]",,false
704,別,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/別,japanesegraph.com/別,"[""separate, different"", ""another"", ""apart""]",,false
705,選,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/選,japanesegraph.com/選,"[""choose, select"", ""elect"", ""pick""]",government_law,false
706,益,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/益,japanesegraph.com/益,"[""benefit, profit"", ""useful"", ""gain""]",money_business,false
707,略,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/略,japanesegraph.com/略,"[""abbreviate, outline"", ""omit"", ""strategy"", ""plunder""]",military,false
708,連,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/連,japanesegraph.com/連,"[""connect, take along"", ""series"", ""successive""]",,false
709,祝,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/祝,japanesegraph.com/祝,"[""celebrate, congratulate"", ""blessing"", ""festival""]",,false
710,適,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/適,japanesegraph.com/適,"[""suitable, fit"", ""appropriate"", ""proper"", ""moderate""]",,false
711,営,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/営,japanesegraph.com/営,"[""manage, operate"", ""run a business"", ""camp""]",money_business,false
712,固,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/固,japanesegraph.com/固,"[""hard, firm"", ""fixed"", ""solid"", ""stubborn""]",,false
713,故,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/故,japanesegraph.com/故,"[""cause, reason"", ""old"", ""deceased"", ""therefore""]",,false
714,師,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/師,japanesegraph.com/師,"[""teacher, master"", ""expert"", ""leader"", ""clergy""]",work_occupation,false
715,積,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/積,japanesegraph.com/積,"[""pile up, accumulate"", ""load"", ""area""]",size_measure,false
716,容,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/容,japanesegraph.com/容,"[""contain, tolerate"", ""appearance"", ""form"", ""permit""]",,false
717,結,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/結,japanesegraph.com/結,"[""tie, connect"", ""conclude"", ""result""]",,false
718,提,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/提,japanesegraph.com/提,"[""propose, offer"", ""present"", ""submit"", ""carry""]",,false
719,政,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/政,japanesegraph.com/政,"[""politics, government"", ""administration"", ""rule""]",government_law,false
720,状,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/状,japanesegraph.com/状,"[""condition, shape"", ""letter"", ""form"", ""state""]",communication,false
721,留,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/留,japanesegraph.com/留,"[""stay, remain"", ""detain"", ""keep"", ""study abroad""]",education,false
722,久,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/久,japanesegraph.com/久,"[""long time, a long while"", ""lasting"", ""permanent""]",time_date,false
723,飛,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e4,thekanjimap.com/飛,japanesegraph.com/飛,"[""fly"", ""jump"", ""leap""]",transportation,false
724,布,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/布,japanesegraph.com/布,"[""cloth, spread"", ""fabric"", ""distribute""]",clothing,false
725,刊,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/刊,japanesegraph.com/刊,"[""publish, print"", ""edition"", ""issue""]",communication,false
726,張,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/張,japanesegraph.com/張,"[""stretch, spread"", ""assert"", ""paste"", ""strain""]",,false
727,貯,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/貯,japanesegraph.com/貯,"[""save, store"", ""accumulate""]",money_business,false
728,恩,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/恩,japanesegraph.com/恩,"[""grace, favor"", ""kindness"", ""obligation""]",emotion,false
729,均,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/均,japanesegraph.com/均,"[""equal, level"", ""average"", ""even""]",quantity_degree,false
730,条,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/条,japanesegraph.com/条,"[""article, clause"", ""strip"", ""line"", ""term""]",government_law,false
731,泣,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n4,e4,thekanjimap.com/泣,japanesegraph.com/泣,"[""cry, weep""]",emotion,false
732,変,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/変,japanesegraph.com/変,"[""change, strange"", ""unusual"", ""transform""]",,false
733,基,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/基,japanesegraph.com/基,"[""base, foundation"", ""origin"", ""standard""]",building_place,false
734,往,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/往,japanesegraph.com/往,"[""go, proceed"", ""former"", ""past""]",transportation,false
735,複,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/複,japanesegraph.com/複,"[""compound, repeat"", ""double"", ""multiple"", ""copy""]",quantity_degree,false
736,能,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/能,japanesegraph.com/能,"[""ability, talent"", ""function"", ""Noh theater""]",,false
737,団,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/団,japanesegraph.com/団,"[""group, organization"", ""mass"", ""body"", ""corps""]",,false
738,栄,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e4,thekanjimap.com/栄,japanesegraph.com/栄,"[""glory, flourish"", ""honor"", ""prosper""]",,false
739,常,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/常,japanesegraph.com/常,"[""normal, always"", ""constant"", ""usual"", ""ordinary""]",,false
740,焼,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/焼,japanesegraph.com/焼,"[""burn, grill"", ""bake"", ""roast""]",food,false
741,液,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/液,japanesegraph.com/液,"[""liquid, fluid"", ""juice"", ""solution""]",,false
742,続,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/続,japanesegraph.com/続,"[""continue"", ""succeed"", ""follow""]",,false
743,競,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/競,japanesegraph.com/競,"[""compete, rival"", ""race""]",sports_recreation,false
744,厚,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/厚,japanesegraph.com/厚,"[""thick, generous"", ""warm"", ""kind"", ""deep""]",size_measure,false
745,税,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/税,japanesegraph.com/税,"[""tax, duty"", ""levy"", ""tariff""]",money_business,false
746,省,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e4,thekanjimap.com/省,japanesegraph.com/省,"[""ministry, omit"", ""reflect"", ""save""]",government_law,false
747,経,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/経,japanesegraph.com/経,"[""pass through, manage"", ""experience"", ""longitude""]",geography_place,false
748,接,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/接,japanesegraph.com/接,"[""touch, connect"", ""contact"", ""join"", ""receive""]",,false
749,残,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/残,japanesegraph.com/残,"[""remain, be left"", ""cruel"", ""brutal""]",,false
750,率,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/率,japanesegraph.com/率,"[""rate, proportion"", ""lead"", ""percentage""]",quantity_degree,false
751,墓,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/墓,japanesegraph.com/墓,"[""grave, tomb"", ""burial place""]",religion_spirit,false
752,程,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/程,japanesegraph.com/程,"[""extent, degree"", ""distance"", ""level"", ""about""]",quantity_degree,false
753,総,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/総,japanesegraph.com/総,"[""whole, general"", ""overall"", ""total"", ""all""]",quantity_degree,false
754,因,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n2,e5,thekanjimap.com/因,japanesegraph.com/因,"[""cause, reason"", ""factor"", ""origin""]",,false
755,豊,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/豊,japanesegraph.com/豊,"[""rich, abundant"", ""plentiful"", ""prosperous"", ""fertile""]",,false
756,復,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/復,japanesegraph.com/復,"[""return, restore"", ""recover"", ""repeat"", ""revenge""]",,false
757,効,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/効,japanesegraph.com/効,"[""effect, efficacy"", ""result"", ""work (function)""]",,false
758,婦,2026-07-11T13:11:24.763697+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/婦,japanesegraph.com/婦,"[""woman, wife"", ""lady"", ""married woman""]",family,false
759,辞,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/辞,japanesegraph.com/辞,"[""word, resign"", ""decline"", ""dictionary""]",,false
760,求,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e4,thekanjimap.com/求,japanesegraph.com/求,"[""request, seek"", ""demand"", ""desire""]",,false
761,査,2026-07-11T13:11:24.763697+00:00,2026-07-11T13:11:24.763697+00:00,n3,e5,thekanjimap.com/査,japanesegraph.com/査,"[""investigate, inspect"", ""examine"", ""check""]",,false
